ensembl_gene_id,external_gene_name,chromosome_name,strand,start_position,end_position,gene_biotype,human_module,zebrafish_module,description
ENSDARG00000019236,gsr,14,-1,38512655,38532831,protein_coding,turquoise,grey,glutathione reductase [Source:ZFIN;Acc:ZDB-GENE-050522-116]
ENSDARG00000055505,pdgfaa,22,-1,25971126,26080385,protein_coding,blue,grey,platelet-derived growth factor alpha polypeptide a [Source:ZFIN;Acc:ZDB-GENE-030918-2]
ENSDARG00000045638,slc13a1,25,1,27480644,27489521,protein_coding,grey,grey,solute carrier family 13 member 1 [Source:ZFIN;Acc:ZDB-GENE-031222-3]
ENSDARG00000010962,fkbp7,9,-1,42926482,42928885,protein_coding,brown,grey,NA
ENSDARG00000090228,gsta.1,13,1,699200,722535,protein_coding,turquoise,grey,"glutathione S-transferase, alpha tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2720]"
ENSDARG00000075851,oafa,15,1,22458807,22496595,protein_coding,turquoise,red,OAF homolog a (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-090917-1]
ENSDARG00000059712,slc19a2,6,-1,16309632,16329153,protein_coding,turquoise,darkgrey,"solute carrier family 19 (thiamine transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-110411-262]"
ENSDARG00000056407,irf8,18,1,30589691,30595595,protein_coding,greenyellow,brown,interferon regulatory factor 8 [Source:ZFIN;Acc:ZDB-GENE-040718-367]
ENSDARG00000045372,ngdn,24,1,14396594,14412739,protein_coding,blue,turquoise,"neuroguidin, EIF4E binding protein [Source:ZFIN;Acc:ZDB-GENE-031030-13]"
ENSDARG00000020258,ewsr1a,10,-1,8016885,8029717,protein_coding,purple,grey,NA
ENSDARG00000009851,wdr41,21,1,7868135,7892423,protein_coding,turquoise,blue,WD repeat domain 41 [Source:ZFIN;Acc:ZDB-GENE-050706-152]
ENSDARG00000060512,kbtbd3,15,-1,47245403,47253631,protein_coding,grey,green,kelch repeat and BTB (POZ) domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-131016-5]
ENSDARG00000026294,erbb2,12,-1,9322473,9400384,protein_coding,brown,magenta,erb-b2 receptor tyrosine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-031118-121]
ENSDARG00000102060,zgc:92873,25,1,13695227,13703453,protein_coding,turquoise,lightgreen,zgc:92873 [Source:ZFIN;Acc:ZDB-GENE-040718-182]
ENSDARG00000037570,polr1d,14,-1,8771300,8779335,protein_coding,turquoise,midnightblue,NA
ENSDARG00000051823,hyal4,25,-1,27098594,27121003,protein_coding,turquoise,green,hyaluronoglucosaminidase 4 [Source:ZFIN;Acc:ZDB-GENE-061220-9]
ENSDARG00000036999,DISP3,8,1,51061532,51158521,protein_coding,turquoise,yellow,si:dkey-32e23.6 [Source:ZFIN;Acc:ZDB-GENE-081104-407]
ENSDARG00000093235,TST,3,1,25036257,25039283,protein_coding,blue,grey,zgc:162544 [Source:ZFIN;Acc:ZDB-GENE-030131-9020]
ENSDARG00000061368,klf13,25,-1,34047078,34071480,protein_coding,blue,greenyellow,NA
ENSDARG00000098350,mxd3,14,-1,15762755,15777243,protein_coding,green,green,MAX dimerization protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1588]
ENSDARG00000074728,mfsd9,9,1,6959074,6979032,protein_coding,red,blue,major facilitator superfamily domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-070912-190]
ENSDARG00000036494,gstcd,1,1,49300151,49422139,protein_coding,magenta,grey,NA
ENSDARG00000006353,itga5,23,-1,33521094,33631630,protein_coding,brown,tan,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide) [Source:ZFIN;Acc:ZDB-GENE-031116-52]"
ENSDARG00000070734,dyrk4,25,-1,16689530,16736502,protein_coding,green,midnightblue,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:ZFIN;Acc:ZDB-GENE-091015-3]
ENSDARG00000045562,pus1,21,-1,14729854,14735640,protein_coding,grey,grey,NA
ENSDARG00000044567,ttc1,21,1,29970871,29982931,protein_coding,turquoise,grey,NA
ENSDARG00000102147,fem1c,8,-1,423393,425620,protein_coding,pink,purple,fem-1 homolog c (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-031008-3]
ENSDARG00000002406,zmynd10,1,1,22000517,22012644,protein_coding,brown,grey,"zinc finger, MYND-type containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1218]"
ENSDARG00000075726,dhrs7b,3,-1,15699591,15709597,protein_coding,grey,black,dehydrogenase/reductase (SDR family) member 7B [Source:ZFIN;Acc:ZDB-GENE-050417-277]
ENSDARG00000053454,cntn3b,6,-1,44593202,44678137,protein_coding,turquoise,darkgreen,contactin 3b [Source:ZFIN;Acc:ZDB-GENE-130530-645]
ENSDARG00000103529,snx1b,KN150311.1,-1,661,14133,protein_coding,blue,blue,sorting nexin 1b [Source:ZFIN;Acc:ZDB-GENE-050913-82]
ENSDARG00000098745,tfec,4,1,5988658,6041072,protein_coding,greenyellow,brown,transcription factor EC [Source:ZFIN;Acc:ZDB-GENE-041210-21]
ENSDARG00000076404,mctp1a,5,-1,49795535,49989545,protein_coding,turquoise,grey,"multiple C2 domains, transmembrane 1a [Source:ZFIN;Acc:ZDB-GENE-110125-3]"
ENSDARG00000060148,sh3pxd2aa,1,1,46894468,46995656,protein_coding,blue,grey60,NA
ENSDARG00000008890,ctns,11,1,6284392,6296454,protein_coding,blue,grey,"cystinosin, lysosomal cystine transporter [Source:ZFIN;Acc:ZDB-GENE-050522-352]"
ENSDARG00000036830,krt17,19,-1,5462077,5464284,protein_coding,grey,red,keratin 17 [Source:ZFIN;Acc:ZDB-GENE-060503-86]
ENSDARG00000063719,usp8,18,1,95770,107697,protein_coding,grey,brown,NA
ENSDARG00000057016,cdc14ab,22,-1,16165001,16248966,protein_coding,brown,magenta,cell division cycle 14Ab [Source:ZFIN;Acc:ZDB-GENE-070705-309]
ENSDARG00000055751,fosb,18,1,36788762,36793723,protein_coding,pink,greenyellow,NA
ENSDARG00000073713,vav3b,2,1,16108037,16275843,protein_coding,turquoise,greenyellow,NA
ENSDARG00000077082,agtrap,11,1,15905882,16105164,protein_coding,purple,grey,angiotensin II receptor-associated protein [Source:ZFIN;Acc:ZDB-GENE-050309-11]
ENSDARG00000074808,megf6b,11,-1,41099681,41219725,protein_coding,grey,magenta,multiple EGF-like-domains 6b [Source:ZFIN;Acc:ZDB-GENE-101112-3]
ENSDARG00000042409,RALGDS,8,-1,30937184,30970334,protein_coding,purple,lightcyan,si:ch211-251j10.3 [Source:ZFIN;Acc:ZDB-GENE-081105-110]
ENSDARG00000041340,mrpl51,16,-1,4711692,4717682,protein_coding,turquoise,turquoise,mitochondrial ribosomal protein L51 [Source:ZFIN;Acc:ZDB-GENE-050320-40]
ENSDARG00000019930,tal1,22,1,16509305,16519060,protein_coding,brown,cyan,T-cell acute lymphocytic leukemia 1 [Source:ZFIN;Acc:ZDB-GENE-980526-501]
ENSDARG00000102914,dennd4b,16,1,54762999,54789799,protein_coding,turquoise,turquoise,DENN/MADD domain containing 4B [Source:ZFIN;Acc:ZDB-GENE-130530-684]
ENSDARG00000029898,CNGA1 (1 of many),1,-1,43193074,43198258,protein_coding,turquoise,lightyellow,si:dkey-22i16.2 [Source:ZFIN;Acc:ZDB-GENE-090312-66]
ENSDARG00000037188,rpa2,16,-1,4917299,4940678,protein_coding,turquoise,blue,replication protein A2 [Source:ZFIN;Acc:ZDB-GENE-010131-3]
ENSDARG00000068726,masp1,15,1,36329471,36365888,protein_coding,brown,grey,mannan-binding lectin serine peptidase 1 [Source:ZFIN;Acc:ZDB-GENE-110421-4]
ENSDARG00000019861,fgl2a,4,-1,20457719,20460989,protein_coding,greenyellow,orange,fibrinogen-like 2a [Source:ZFIN;Acc:ZDB-GENE-030131-9506]
ENSDARG00000003303,stc1,8,-1,50334123,50357600,protein_coding,red,green,stanniocalcin 1 [Source:ZFIN;Acc:ZDB-GENE-060825-79]
ENSDARG00000069640,vegfc,1,-1,38132757,38190124,protein_coding,grey,grey,vascular endothelial growth factor c [Source:ZFIN;Acc:ZDB-GENE-040303-4]
ENSDARG00000076373,vopp1,24,-1,464125,475199,protein_coding,grey,purple,"vesicular, overexpressed in cancer, prosurvival protein 1 [Source:ZFIN;Acc:ZDB-GENE-091204-64]"
ENSDARG00000030326,efna1a,19,1,8562877,8583396,protein_coding,purple,midnightblue,NA
ENSDARG00000101963,tmem141,5,-1,53657901,53662885,protein_coding,grey,black,transmembrane protein 141 [Source:ZFIN;Acc:ZDB-GENE-060929-272]
ENSDARG00000100031,TADA1,2,1,116698,120305,protein_coding,turquoise,pink,transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631]
ENSDARG00000069378,pard6a,18,-1,22039608,22105036,protein_coding,turquoise,greenyellow,par-6 family cell polarity regulator alpha [Source:ZFIN;Acc:ZDB-GENE-070705-215]
ENSDARG00000016613,mcat,4,-1,18857648,18862389,protein_coding,turquoise,turquoise,malonyl CoA:ACP acyltransferase (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-041111-231]
ENSDARG00000099617,sdr39u1,2,1,37833230,37842039,protein_coding,grey,turquoise,NA
ENSDARG00000076964,cables2a,23,1,30971482,30992776,protein_coding,turquoise,midnightblue,Cdk5 and Abl enzyme substrate 2a [Source:ZFIN;Acc:ZDB-GENE-091118-58]
ENSDARG00000040615,ilkap,15,-1,46488296,46502215,protein_coding,blue,skyblue,integrin-linked kinase-associated serine/threonine phosphatase [Source:ZFIN;Acc:ZDB-GENE-070410-122]
ENSDARG00000074283,inpp5d,6,1,28150255,28201941,protein_coding,greenyellow,brown,inositol polyphosphate-5-phosphatase D [Source:ZFIN;Acc:ZDB-GENE-100922-30]
ENSDARG00000014474,yipf1,2,-1,26943167,26948684,protein_coding,black,turquoise,NA
ENSDARG00000057949,slc43a3b,14,1,16819850,16856658,protein_coding,pink,purple,"solute carrier family 43, member 3b [Source:ZFIN;Acc:ZDB-GENE-060312-28]"
ENSDARG00000011247,rnpc3,24,1,28856041,28887864,protein_coding,turquoise,cyan,"RNA-binding region (RNP1, RRM) containing 3 [Source:ZFIN;Acc:ZDB-GENE-060312-35]"
ENSDARG00000074518,tmem17,25,1,28146369,28154691,protein_coding,turquoise,grey,transmembrane protein 17 [Source:ZFIN;Acc:ZDB-GENE-070615-15]
ENSDARG00000098334,exosc3,14,-1,51760826,51764967,protein_coding,yellow,white,exosome component 3 [Source:ZFIN;Acc:ZDB-GENE-050706-140]
ENSDARG00000093240,GMEB2,23,-1,41909482,41929035,protein_coding,grey,turquoise,NA
ENSDARG00000011723,zgc:56556,2,-1,28302006,28319894,protein_coding,turquoise,grey,zgc:56556 [Source:ZFIN;Acc:ZDB-GENE-040426-1078]
ENSDARG00000088828,paqr8,20,-1,34863304,34865422,protein_coding,green,grey,progestin and adipoQ receptor family member VIII [Source:ZFIN;Acc:ZDB-GENE-030728-3]
ENSDARG00000061794,jam3b,21,1,24948365,25010386,protein_coding,blue,white,junctional adhesion molecule 3b [Source:ZFIN;Acc:ZDB-GENE-030131-441]
ENSDARG00000062335,nudt14,20,1,21369122,21442698,protein_coding,turquoise,blue,nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:ZFIN;Acc:ZDB-GENE-041014-254]
ENSDARG00000102761,zbtb42,17,-1,732679,756474,protein_coding,grey,darkred,zinc finger and BTB domain containing 42 [Source:ZFIN;Acc:ZDB-GENE-130730-2]
ENSDARG00000040009,palld,20,1,23599137,23750332,protein_coding,brown,yellow,"palladin, cytoskeletal associated protein [Source:ZFIN;Acc:ZDB-GENE-041014-252]"
ENSDARG00000097245,soga3a,16,1,5284776,5331771,protein_coding,turquoise,yellow,SOGA family member 3a [Source:ZFIN;Acc:ZDB-GENE-100921-84]
ENSDARG00000069423,tmie,2,1,1881031,1936505,protein_coding,black,lightcyan,transmembrane inner ear [Source:ZFIN;Acc:ZDB-GENE-061207-9]
ENSDARG00000078839,LRRTM4 (1 of many),10,-1,18505004,18506503,protein_coding,turquoise,grey60,si:dkey-28o19.1 [Source:ZFIN;Acc:ZDB-GENE-091118-30]
ENSDARG00000039117,tefa,12,-1,19022959,19031303,protein_coding,turquoise,salmon,thyrotrophic embryonic factor a [Source:ZFIN;Acc:ZDB-GENE-990415-264]
ENSDARG00000094132,igf1,4,1,17321167,17337741,protein_coding,turquoise,grey,insulin-like growth factor 1 [Source:ZFIN;Acc:ZDB-GENE-010607-2]
ENSDARG00000058728,nudt2,21,1,11742252,11747464,protein_coding,yellow,salmon,nudix (nucleoside diphosphate linked moiety X)-type motif 2 [Source:ZFIN;Acc:ZDB-GENE-040718-7]
ENSDARG00000098647,ankdd1a,7,1,13329408,13452776,protein_coding,turquoise,black,ankyrin repeat and death domain containing 1A [Source:ZFIN;Acc:ZDB-GENE-070615-8]
ENSDARG00000057973,dph1,15,-1,25975236,26153799,protein_coding,turquoise,grey,diphthamide biosynthesis 1 [Source:ZFIN;Acc:ZDB-GENE-050417-411]
ENSDARG00000031317,ppdpfb,23,-1,17501495,17503432,protein_coding,grey,blue,pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN;Acc:ZDB-GENE-030131-8247]
ENSDARG00000099675,kdm4b,22,-1,3862408,3955023,protein_coding,blue,turquoise,lysine (K)-specific demethylase 4B [Source:ZFIN;Acc:ZDB-GENE-060503-664]
ENSDARG00000005355,larp6,18,1,284632,307749,protein_coding,magenta,grey,"La ribonucleoprotein domain family, member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-6403]"
ENSDARG00000098235,actr5,9,1,331792,340661,protein_coding,grey,black,ARP5 actin related protein 5 homolog [Source:ZFIN;Acc:ZDB-GENE-040426-2877]
ENSDARG00000059362,cavin1b,24,1,7607945,7638839,protein_coding,brown,red,caveolae associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5509]
ENSDARG00000058448,zrsr2,11,-1,12674588,12686423,protein_coding,grey,grey,NA
ENSDARG00000002385,atm,15,-1,6517631,6653934,protein_coding,blue,grey,ATM serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-040809-1]
ENSDARG00000027491,uros,12,-1,48749948,48759135,protein_coding,turquoise,lightgreen,uroporphyrinogen III synthase [Source:ZFIN;Acc:ZDB-GENE-040323-2]
ENSDARG00000058145,atp7b,6,1,9858522,9896563,protein_coding,turquoise,grey,"ATPase, Cu++ transporting, beta polypeptide (Wilson disease) [Source:ZFIN;Acc:ZDB-GENE-061220-5]"
ENSDARG00000052787,zdhhc12b,5,1,31220111,31226420,protein_coding,grey,blue,"zinc finger, DHHC-type containing 12b [Source:ZFIN;Acc:ZDB-GENE-070705-356]"
ENSDARG00000103662,SSTR3 (1 of many),6,-1,355252,356541,protein_coding,turquoise,pink,si:zfos-169g10.2 [Source:ZFIN;Acc:ZDB-GENE-120215-119]
ENSDARG00000077256,nat8l,7,-1,24186034,24201834,protein_coding,turquoise,grey,N-acetyltransferase 8-like [Source:ZFIN;Acc:ZDB-GENE-030729-4]
ENSDARG00000003754,tspan2a,6,-1,49108395,49160554,protein_coding,salmon,lightgreen,tetraspanin 2a [Source:ZFIN;Acc:ZDB-GENE-050522-511]
ENSDARG00000029955,glb1l,9,1,12875907,12894797,protein_coding,brown,magenta,"galactosidase, beta 1-like [Source:ZFIN;Acc:ZDB-GENE-050309-196]"
ENSDARG00000044942,mrpl45,11,-1,12112578,12121296,protein_coding,yellow,blue,mitochondrial ribosomal protein L45 [Source:ZFIN;Acc:ZDB-GENE-040426-1041]
ENSDARG00000099742,heatr1,12,-1,9582066,9662762,protein_coding,purple,darkorange,HEAT repeat containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6378]
ENSDARG00000054344,gabpb2b,16,1,38387751,38397524,protein_coding,green,grey,"GA binding protein transcription factor, beta subunit 2b [Source:ZFIN;Acc:ZDB-GENE-050208-136]"
ENSDARG00000079029,dhx32b,17,1,32390610,32407978,protein_coding,yellow,blue,DEAH (Asp-Glu-Ala-His) box polypeptide 32b [Source:ZFIN;Acc:ZDB-GENE-130613-5]
ENSDARG00000013928,plekhb2,22,-1,16406134,16416929,protein_coding,turquoise,grey,"pleckstrin homology domain containing, family B (evectins) member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-754]"
ENSDARG00000017813,pigs,21,-1,39537136,39581058,protein_coding,turquoise,grey,"phosphatidylinositol glycan anchor biosynthesis, class S [Source:ZFIN;Acc:ZDB-GENE-060929-436]"
ENSDARG00000101199,rbp4,12,-1,5076355,5085382,protein_coding,turquoise,greenyellow,"retinol binding protein 4, plasma [Source:ZFIN;Acc:ZDB-GENE-000210-19]"
ENSDARG00000038996,egln1a,13,1,48885269,48916035,protein_coding,brown,grey,egl-9 family hypoxia-inducible factor 1a [Source:ZFIN;Acc:ZDB-GENE-110408-34]
ENSDARG00000051762,DNAJA4,25,1,33833850,33842488,protein_coding,black,purple,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
ENSDARG00000073716,cpxm1a,13,-1,9243493,9276920,protein_coding,red,grey,NA
ENSDARG00000004034,arhgdig,3,1,27582768,27638390,protein_coding,turquoise,brown,Rho GDP dissociation inhibitor (GDI) gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1493]
ENSDARG00000022303,higd1a,2,1,1825741,1830943,protein_coding,turquoise,salmon,"HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]"
ENSDARG00000029695,pgp,12,-1,18443679,18446960,protein_coding,turquoise,greenyellow,phosphoglycolate phosphatase [Source:ZFIN;Acc:ZDB-GENE-030131-6240]
ENSDARG00000042925,mfng,22,-1,15225144,15254255,protein_coding,grey,brown,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-041130-1]
ENSDARG00000030824,esyt2a,2,-1,42570414,42643202,protein_coding,turquoise,steelblue,NA
ENSDARG00000002355,shpk,5,1,41524553,41532672,protein_coding,blue,green,sedoheptulokinase [Source:ZFIN;Acc:ZDB-GENE-060526-357]
ENSDARG00000074908,col6a1,11,-1,33733724,33802916,protein_coding,red,tan,"collagen, type VI, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-070501-6]"
ENSDARG00000086162,znf385d,16,-1,49504725,49673101,protein_coding,turquoise,pink,zinc finger protein 385D [Source:ZFIN;Acc:ZDB-GENE-130201-2]
ENSDARG00000063414,tmem5,18,-1,13094492,13153265,protein_coding,magenta,purple,transmembrane protein 5 [Source:ZFIN;Acc:ZDB-GENE-060929-1018]
ENSDARG00000056768,rprml,3,1,19459898,19461250,protein_coding,grey,pink,reprimo-like [Source:ZFIN;Acc:ZDB-GENE-070615-20]
ENSDARG00000009346,caprin1a,7,1,26726976,26750110,protein_coding,turquoise,turquoise,NA
ENSDARG00000058179,ackr3b,6,-1,15625042,15630927,protein_coding,brown,greenyellow,NA
ENSDARG00000039500,LRFN3,18,1,49416640,49452265,protein_coding,turquoise,blue,zmp:0000001073 [Source:ZFIN;Acc:ZDB-GENE-140106-33]
ENSDARG00000060445,elp6,16,1,38400672,38405997,protein_coding,grey,grey,elongator acetyltransferase complex subunit 6 [Source:ZFIN;Acc:ZDB-GENE-060825-249]
ENSDARG00000079182,NPAS3,17,1,9691075,9734037,protein_coding,brown,grey,neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311]
ENSDARG00000045864,lmod2b,4,-1,4105280,4110678,protein_coding,grey,yellow,leiomodin 2 (cardiac) b [Source:ZFIN;Acc:ZDB-GENE-041210-356]
ENSDARG00000057276,iqca1,6,1,15635705,15766109,protein_coding,turquoise,darkred,IQ motif containing with AAA domain 1 [Source:ZFIN;Acc:ZDB-GENE-050208-768]
ENSDARG00000035198,gcnt4a,5,1,50379970,50383512,protein_coding,turquoise,magenta,"glucosaminyl (N-acetyl) transferase 4, core 2, a [Source:ZFIN;Acc:ZDB-GENE-030131-3231]"
ENSDARG00000053389,jade2,21,1,45345222,45370257,protein_coding,green,turquoise,jade family PHD finger 2 [Source:ZFIN;Acc:ZDB-GENE-120215-66]
ENSDARG00000079363,lrig3,15,1,2978599,3011650,protein_coding,purple,tan,leucine-rich repeats and immunoglobulin-like domains 3 [Source:ZFIN;Acc:ZDB-GENE-130530-866]
ENSDARG00000019692,colq,16,1,20392245,20433166,protein_coding,turquoise,lightcyan,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase [Source:ZFIN;Acc:ZDB-GENE-110411-119]
ENSDARG00000029112,gem,16,1,26892981,26895885,protein_coding,brown,pink,GTP binding protein overexpressed in skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-060825-251]
ENSDARG00000039832,gsta.2,13,1,699294,710792,protein_coding,grey,turquoise,"glutathione S-transferase, alpha tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070822-30]"
ENSDARG00000056200,abcb9,5,-1,27418093,27429405,protein_coding,turquoise,salmon,"ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:ZFIN;Acc:ZDB-GENE-050517-12]"
ENSDARG00000001712,si:ch211-247n2.1,11,-1,8294182,8341016,protein_coding,turquoise,red,si:ch211-247n2.1 [Source:ZFIN;Acc:ZDB-GENE-141216-101]
ENSDARG00000070037,rgs8,6,-1,35478248,35504030,protein_coding,turquoise,darkred,regulator of G protein signaling 8 [Source:ZFIN;Acc:ZDB-GENE-040718-264]
ENSDARG00000088663,lman2lb,5,-1,26284523,26293157,protein_coding,black,saddlebrown,"lectin, mannose-binding 2-like b [Source:ZFIN;Acc:ZDB-GENE-060929-256]"
ENSDARG00000102736,sars2,15,1,14705582,14731138,protein_coding,yellow,cyan,"seryl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040426-1616]"
ENSDARG00000014361,tmbim4,4,-1,12972406,12980076,protein_coding,blue,salmon,transmembrane BAX inhibitor motif containing 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2152]
ENSDARG00000100232,glis2b,3,1,12168011,12182984,protein_coding,red,tan,GLIS family zinc finger 2b [Source:ZFIN;Acc:ZDB-GENE-091204-120]
ENSDARG00000007413,arid2,4,-1,1797785,1835034,protein_coding,blue,magenta,"AT rich interactive domain 2 (ARID, RFX-like) [Source:ZFIN;Acc:ZDB-GENE-030131-6311]"
ENSDARG00000100426,fam167b,17,-1,25374133,25377004,protein_coding,black,cyan,"family with sequence similarity 167, member B [Source:ZFIN;Acc:ZDB-GENE-131121-390]"
ENSDARG00000027740,adcyap1b,2,-1,31313932,31319401,protein_coding,turquoise,pink,adenylate cyclase activating polypeptide 1b [Source:ZFIN;Acc:ZDB-GENE-041010-89]
ENSDARG00000076541,clec3ba,16,1,2602926,2606529,protein_coding,grey,darkturquoise,"C-type lectin domain family 3, member Ba [Source:ZFIN;Acc:ZDB-GENE-110411-71]"
ENSDARG00000079978,samd10a,8,1,22956065,22984887,protein_coding,turquoise,grey,sterile alpha motif domain containing 10a [Source:ZFIN;Acc:ZDB-GENE-080204-53]
ENSDARG00000040644,pxylp1,15,1,41858307,41888313,protein_coding,turquoise,green,2-phosphoxylose phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-127]
ENSDARG00000014554,ppp1r3cb,12,1,16232502,16239475,protein_coding,brown,turquoise,NA
ENSDARG00000078582,myo16,9,1,7832300,8185507,protein_coding,turquoise,grey,myosin XVI [Source:ZFIN;Acc:ZDB-GENE-070912-470]
ENSDARG00000098345,mamdc2a,5,-1,51862515,51922421,protein_coding,turquoise,grey,MAM domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-060526-16]
ENSDARG00000061030,vezf1b,15,-1,31363284,31384634,protein_coding,blue,turquoise,vascular endothelial zinc finger 1b [Source:ZFIN;Acc:ZDB-GENE-060825-121]
ENSDARG00000075904,rfx1b,1,-1,53428820,53447578,protein_coding,brown,royalblue,NA
ENSDARG00000036966,hsd3b7,3,1,32612232,32648674,protein_coding,grey,grey,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase [Source:ZFIN;Acc:ZDB-GENE-030131-5673]"
ENSDARG00000075347,chfr,5,1,17276479,17309303,protein_coding,blue,yellow,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030131-3522]"
